QFIN,1953900
HWM,1947800
PCT,1947200
ASO,1943100
BRKR,1942900
EQH,1941400
GPN,1937000
MGA,1933600
CAVA,1931100
XRX,1928500
XRAY,1926600
GDDY,1925800
TVGN,1922300
MMC,1918400
MNMD,1916900
AMRN,1913800
CSGP,1913800
KRG,1912900
GH,1912500
GO,1911000
UA,1906700
AEM,1905400
RRC,1903100
IDYA,1901700
TPX,1899600
PNC,1897500
INOD,1897000
LEVI,1893900
ICAD,1893300
KN,1892200
SHW,1889300
ASB,1889100
WSC,1879900
ACMR,1879500
ASPN,1879000
AVPT,1872800
EMBC,1872700
FI,1868500
SWKS,1863800
BLMN,1862700
FCEL,1861500
EA,1859500
NI,1858200
ETR,1856500
WBUY,1856100
VGSH,1855400
EB,1854600
HRB,1854400
FNB,1854200
PLYA,1848300
ESTC,1846100
LXP,1845800
EC,1844000
MGY,1842800
AXL,1842100
BSCO,1840600
SLXN,1838600
OHI,1834900
CLBT,1834700
BJ,1831300
LW,1830800
DHI,1826300
IOT,1822500
DHT,1822300
MTC,1821200
API,1818700
TMC,1816400
DBRG,1816100
LSCC,1813000
SATS,1811300
BA-A,1807600
WYNN,1807400
AIOT,1807200
VITL,1806800
YUM,1805600
AUTL,1802400
OLO,1802300
FE,1801000
IBB,1800900
CIG,1798100
NRGV,1797500
NE,1797400
CAT,1796700
IXUS,1793300
CDW,1792700
AMT,1791400
FSLR,1790400
TTWO,1788400
APD,1785000
INTU,1784100
SONY,1783100
AESI,1780400
GES,1780200
LEGN,1775300
MLI,1774700
SKK,1773200
APDN,1772800
CVNA,1772200
BOX,1770300
MDB,1768300
TER,1768300
TVTX,1767100
RIO,1765000
PET,1763500
TWLO,1761900
ABCL,1757700
TMDX,1757300
OBDC,1754200
WSM,1750600
VIST,1748600
TMO,1748500
CF,1748200
RELY,1748000
STWD,1747500
DE,1747200
CTXR,1735300
TRGP,1733700
WWD,1729500
VLO,1728800
NUE,1728500
PGY,1728300
ICCM,1718800
AM,1715400
LNT,1715200
NWG,1710500
PENN,1708200
IBTG,1705500
VERU,1704100
